"Dataset","State","Year","Quarter","Setting","Drug","Characteristic","Level","Rate","Count"
"AHRQ","Kansas",2019,NA,"IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kansas",2020,NA,"IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kansas",2021,NA,"IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kansas",2022,NA,"IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kansas",2016,NA,"IP","All Opioids","Age","1-24 Years",32.1252075968352,300
"AHRQ","Kansas",2017,NA,"IP","All Opioids","Age","1-24 Years",33.1285487057102,350
"AHRQ","Kansas",2018,NA,"IP","All Opioids","Age","1-24 Years",30.0926123554558,250
"AHRQ","Kansas",2019,NA,"IP","All Opioids","Age","1-24 Years",27.3337580968601,200
"AHRQ","Kansas",2020,NA,"IP","All Opioids","Age","1-24 Years",31.5192842690487,350
"AHRQ","Kansas",2021,NA,"IP","All Opioids","Age","1-24 Years",33.5592827229726,350
"AHRQ","Kansas",2022,NA,"IP","All Opioids","Age","1-24 Years",37.191873029786,400
"AHRQ","Kansas",2016,NA,"IP","All Opioids","Age","25-44 Years",187.408575724022,1350
"AHRQ","Kansas",2017,NA,"IP","All Opioids","Age","25-44 Years",196.85767419574,1450
"AHRQ","Kansas",2018,NA,"IP","All Opioids","Age","25-44 Years",193.721449802269,1400
"AHRQ","Kansas",2019,NA,"IP","All Opioids","Age","25-44 Years",187.561775270468,1400
"AHRQ","Kansas",2020,NA,"IP","All Opioids","Age","25-44 Years",182.612811860426,1300
"AHRQ","Kansas",2021,NA,"IP","All Opioids","Age","25-44 Years",195.436474084486,1450
"AHRQ","Kansas",2022,NA,"IP","All Opioids","Age","25-44 Years",172.399942325115,1300
"AHRQ","Kansas",2016,NA,"IP","All Opioids","Age","45-64 Years",256.180765697455,1900
"AHRQ","Kansas",2017,NA,"IP","All Opioids","Age","45-64 Years",264.2393054121,1950
"AHRQ","Kansas",2018,NA,"IP","All Opioids","Age","45-64 Years",274.663291611657,1950
"AHRQ","Kansas",2019,NA,"IP","All Opioids","Age","45-64 Years",270.715755180995,1950
"AHRQ","Kansas",2020,NA,"IP","All Opioids","Age","45-64 Years",226.353164273848,1600
"AHRQ","Kansas",2021,NA,"IP","All Opioids","Age","45-64 Years",223.110217593075,1550
"AHRQ","Kansas",2022,NA,"IP","All Opioids","Age","45-64 Years",227.873437668645,1550
"AHRQ","Kansas",2016,NA,"IP","All Opioids","Age","65+ Years",324.977903917721,1450
"AHRQ","Kansas",2017,NA,"IP","All Opioids","Age","65+ Years",340.129328455458,1500
"AHRQ","Kansas",2018,NA,"IP","All Opioids","Age","65+ Years",350.362013618628,1600
"AHRQ","Kansas",2019,NA,"IP","All Opioids","Age","65+ Years",363.703698439187,1750
"AHRQ","Kansas",2020,NA,"IP","All Opioids","Age","65+ Years",283.042841244159,1350
"AHRQ","Kansas",2021,NA,"IP","All Opioids","Age","65+ Years",316.335341425062,1550
"AHRQ","Kansas",2022,NA,"IP","All Opioids","Age","65+ Years",309.0785528578,1600
"AHRQ","Kansas",2016,NA,"IP","All Opioids","Sex","Males",141.716233466155,2050
"AHRQ","Kansas",2017,NA,"IP","All Opioids","Sex","Males",146.617720056278,2200
"AHRQ","Kansas",2018,NA,"IP","All Opioids","Sex","Males",153.566013195764,2250
"AHRQ","Kansas",2019,NA,"IP","All Opioids","Sex","Males",158.714583637615,2350
"AHRQ","Kansas",2020,NA,"IP","All Opioids","Sex","Males",138.537245308232,2000
"AHRQ","Kansas",2021,NA,"IP","All Opioids","Sex","Males",153.004096647398,2250
"AHRQ","Kansas",2022,NA,"IP","All Opioids","Sex","Males",146.745136139788,2150
"AHRQ","Kansas",2016,NA,"IP","All Opioids","Sex","Females",197.49981561781,2900
"AHRQ","Kansas",2017,NA,"IP","All Opioids","Sex","Females",207.68167255221,3050
"AHRQ","Kansas",2018,NA,"IP","All Opioids","Sex","Females",206.949083170154,3050
"AHRQ","Kansas",2019,NA,"IP","All Opioids","Sex","Females",200.979616955787,2950
"AHRQ","Kansas",2020,NA,"IP","All Opioids","Sex","Females",175.321500964502,2600
"AHRQ","Kansas",2021,NA,"IP","All Opioids","Sex","Females",179.691839109039,2600
"AHRQ","Kansas",2022,NA,"IP","All Opioids","Sex","Females",178.664389928837,2650
"AHRQ","Kentucky",2016,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",374.991692327359,16700
"AHRQ","Kentucky",2017,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",395.922765349533,17650
"AHRQ","Kentucky",2018,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",322.616544304359,14450
"AHRQ","Kentucky",2019,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",314.870888323544,14100
"AHRQ","Kentucky",2020,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",345.728379864835,15550
"AHRQ","Kentucky",2021,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",352.193673623594,15850
"AHRQ","Kentucky",2022,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",NA,NA
"AHRQ","Kentucky",2016,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2017,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2018,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2019,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2020,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2021,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2022,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2016,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",162.458849630312,2250
"AHRQ","Kentucky",2017,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",140.850723913707,1950
"AHRQ","Kentucky",2018,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",95.9567722851796,1300
"AHRQ","Kentucky",2019,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",79.3113712298716,1100
"AHRQ","Kentucky",2020,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",85.3824710113297,1150
"AHRQ","Kentucky",2021,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",85.9585121458275,1200
"AHRQ","Kentucky",2022,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",NA,NA
"AHRQ","Kentucky",2016,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",902.348246455064,10100
"AHRQ","Kentucky",2017,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",960.039968571732,10750
"AHRQ","Kentucky",2018,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",771.363604199482,8650
"AHRQ","Kentucky",2019,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",763.383531694102,8550
"AHRQ","Kentucky",2020,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",847.810960806548,9550
"AHRQ","Kentucky",2021,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",822.283078155054,9300
"AHRQ","Kentucky",2022,NA,"ED Treat-and-Release","All Opioids","Age","25-44 Years",NA,NA
"AHRQ","Kentucky",2016,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",291.506543797416,3450
"AHRQ","Kentucky",2017,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",332.756513306503,3950
"AHRQ","Kentucky",2018,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",293.807424848509,3400
"AHRQ","Kentucky",2019,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",299.801992031325,3550
"AHRQ","Kentucky",2020,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",329.610612373314,3800
"AHRQ","Kentucky",2021,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",363.754430339267,4200
"AHRQ","Kentucky",2022,NA,"ED Treat-and-Release","All Opioids","Age","45-64 Years",NA,NA
"AHRQ","Kentucky",2016,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",119.945858798973,800
"AHRQ","Kentucky",2017,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",139.718711264444,950
"AHRQ","Kentucky",2018,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",134.338375941415,950
"AHRQ","Kentucky",2019,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",122.839288683373,900
"AHRQ","Kentucky",2020,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",126.614812723781,950
"AHRQ","Kentucky",2021,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",151.041718230667,1200
"AHRQ","Kentucky",2022,NA,"ED Treat-and-Release","All Opioids","Age","65+ Years",NA,NA
"AHRQ","Kentucky",2016,NA,"ED Treat-and-Release","All Opioids","Sex","Males",413.106776324761,9050
"AHRQ","Kentucky",2017,NA,"ED Treat-and-Release","All Opioids","Sex","Males",445.243466298655,9800
"AHRQ","Kentucky",2018,NA,"ED Treat-and-Release","All Opioids","Sex","Males",351.299358122964,7750
"AHRQ","Kentucky",2019,NA,"ED Treat-and-Release","All Opioids","Sex","Males",355.410056981081,7900
"AHRQ","Kentucky",2020,NA,"ED Treat-and-Release","All Opioids","Sex","Males",406.689959108786,9000
"AHRQ","Kentucky",2021,NA,"ED Treat-and-Release","All Opioids","Sex","Males",411.001832891852,9100
"AHRQ","Kentucky",2022,NA,"ED Treat-and-Release","All Opioids","Sex","Males",NA,NA
"AHRQ","Kentucky",2016,NA,"ED Treat-and-Release","All Opioids","Sex","Females",337.881370847951,7550
"AHRQ","Kentucky",2017,NA,"ED Treat-and-Release","All Opioids","Sex","Females",348.020814935216,7850
"AHRQ","Kentucky",2018,NA,"ED Treat-and-Release","All Opioids","Sex","Females",294.735076765029,6700
"AHRQ","Kentucky",2019,NA,"ED Treat-and-Release","All Opioids","Sex","Females",275.475611962104,6300
"AHRQ","Kentucky",2020,NA,"ED Treat-and-Release","All Opioids","Sex","Females",286.458698828728,6550
"AHRQ","Kentucky",2021,NA,"ED Treat-and-Release","All Opioids","Sex","Females",294.882365358681,6700
"AHRQ","Kentucky",2022,NA,"ED Treat-and-Release","All Opioids","Sex","Females",NA,NA
"AHRQ","Kentucky",2016,NA,"IP","All Opioids","Total","All Inpatient Stays",411.082625582705,18250
"AHRQ","Kentucky",2017,NA,"IP","All Opioids","Total","All Inpatient Stays",445.363205591463,19850
"AHRQ","Kentucky",2018,NA,"IP","All Opioids","Total","All Inpatient Stays",443.287015477924,19750
"AHRQ","Kentucky",2019,NA,"IP","All Opioids","Total","All Inpatient Stays",406.332290260669,18250
"AHRQ","Kentucky",2020,NA,"IP","All Opioids","Total","All Inpatient Stays",401.079094283283,18000
"AHRQ","Kentucky",2021,NA,"IP","All Opioids","Total","All Inpatient Stays",391.863970818422,17550
"AHRQ","Kentucky",2022,NA,"IP","All Opioids","Total","All Inpatient Stays",NA,NA
"AHRQ","Kentucky",2016,NA,"IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2017,NA,"IP","All Opioids","Age","<1 Year",61.6511632123883,NA
"AHRQ","Kentucky",2018,NA,"IP","All Opioids","Age","<1 Year",48.7990023315079,NA
"AHRQ","Kentucky",2019,NA,"IP","All Opioids","Age","<1 Year",59.6734236270592,NA
"AHRQ","Kentucky",2020,NA,"IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2021,NA,"IP","All Opioids","Age","<1 Year",47.2443806443407,NA
"AHRQ","Kentucky",2022,NA,"IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Kentucky",2016,NA,"IP","All Opioids","Age","1-24 Years",102.679953984435,1450
"AHRQ","Kentucky",2017,NA,"IP","All Opioids","Age","1-24 Years",91.4909792915347,1300
"AHRQ","Kentucky",2018,NA,"IP","All Opioids","Age","1-24 Years",81.7448418314467,1150
"AHRQ","Kentucky",2019,NA,"IP","All Opioids","Age","1-24 Years",63.5089983095505,900
"AHRQ","Kentucky",2020,NA,"IP","All Opioids","Age","1-24 Years",58.9820577591005,850
"AHRQ","Kentucky",2021,NA,"IP","All Opioids","Age","1-24 Years",52.3040287904621,700
"AHRQ","Kentucky",2022,NA,"IP","All Opioids","Age","1-24 Years",NA,NA
"AHRQ","Kentucky",2016,NA,"IP","All Opioids","Age","25-44 Years",771.366531635131,8650
"AHRQ","Kentucky",2017,NA,"IP","All Opioids","Age","25-44 Years",811.240053672006,9050
"AHRQ","Kentucky",2018,NA,"IP","All Opioids","Age","25-44 Years",801.23320277542,9000
"AHRQ","Kentucky",2019,NA,"IP","All Opioids","Age","25-44 Years",673.852291151122,7500
"AHRQ","Kentucky",2020,NA,"IP","All Opioids","Age","25-44 Years",679.16233097454,7700
"AHRQ","Kentucky",2021,NA,"IP","All Opioids","Age","25-44 Years",646.222910958631,7300
"AHRQ","Kentucky",2022,NA,"IP","All Opioids","Age","25-44 Years",NA,NA
"AHRQ","Kentucky",2016,NA,"IP","All Opioids","Age","45-64 Years",472.608722727801,5650
"AHRQ","Kentucky",2017,NA,"IP","All Opioids","Age","45-64 Years",529.066019748071,6250
"AHRQ","Kentucky",2018,NA,"IP","All Opioids","Age","45-64 Years",535.555663105907,6250
"AHRQ","Kentucky",2019,NA,"IP","All Opioids","Age","45-64 Years",530.081097877367,6250
"AHRQ","Kentucky",2020,NA,"IP","All Opioids","Age","45-64 Years",526.578334988942,6150
"AHRQ","Kentucky",2021,NA,"IP","All Opioids","Age","45-64 Years",532.800503757687,6100
"AHRQ","Kentucky",2022,NA,"IP","All Opioids","Age","45-64 Years",NA,NA
"AHRQ","Kentucky",2016,NA,"IP","All Opioids","Age","65+ Years",371.395439629737,2550
"AHRQ","Kentucky",2017,NA,"IP","All Opioids","Age","65+ Years",451.573663659468,3150
"AHRQ","Kentucky",2018,NA,"IP","All Opioids","Age","65+ Years",462.40270809276,3350
"AHRQ","Kentucky",2019,NA,"IP","All Opioids","Age","65+ Years",471.922864836794,3500
"AHRQ","Kentucky",2020,NA,"IP","All Opioids","Age","65+ Years",446.071739184292,3450
"AHRQ","Kentucky",2021,NA,"IP","All Opioids","Age","65+ Years",440.654635811904,3450
"AHRQ","Kentucky",2022,NA,"IP","All Opioids","Age","65+ Years",NA,NA
"AHRQ","Kentucky",2016,NA,"IP","All Opioids","Sex","Males",365.408094632335,7950
"AHRQ","Kentucky",2017,NA,"IP","All Opioids","Sex","Males",406.087344560713,8900
"AHRQ","Kentucky",2018,NA,"IP","All Opioids","Sex","Males",408.774513574803,9000
"AHRQ","Kentucky",2019,NA,"IP","All Opioids","Sex","Males",379.473758984619,8350
"AHRQ","Kentucky",2020,NA,"IP","All Opioids","Sex","Males",387.027230033385,8600
"AHRQ","Kentucky",2021,NA,"IP","All Opioids","Sex","Males",387.358380428703,8650
"AHRQ","Kentucky",2022,NA,"IP","All Opioids","Sex","Males",NA,NA
"AHRQ","Kentucky",2016,NA,"IP","All Opioids","Sex","Females",454.773145377574,10250
"AHRQ","Kentucky",2017,NA,"IP","All Opioids","Sex","Females",483.474042517055,10900
"AHRQ","Kentucky",2018,NA,"IP","All Opioids","Sex","Females",476.782189676601,10800
"AHRQ","Kentucky",2019,NA,"IP","All Opioids","Sex","Females",432.432955304416,9800
"AHRQ","Kentucky",2020,NA,"IP","All Opioids","Sex","Females",414.687006912327,9450
"AHRQ","Kentucky",2021,NA,"IP","All Opioids","Sex","Females",396.065700517047,9000
"AHRQ","Kentucky",2022,NA,"IP","All Opioids","Sex","Females",NA,NA
"AHRQ","Louisiana",2016,NA,"IP","All Opioids","Total","All Inpatient Stays",287.71063394722,13500
"AHRQ","Louisiana",2017,NA,"IP","All Opioids","Total","All Inpatient Stays",231.508296890517,10850
"AHRQ","Louisiana",2018,NA,"IP","All Opioids","Total","All Inpatient Stays",240.288451306455,11400
"AHRQ","Louisiana",2019,NA,"IP","All Opioids","Total","All Inpatient Stays",263.821342032472,12450
"AHRQ","Louisiana",2020,NA,"IP","All Opioids","Total","All Inpatient Stays",227.434585505253,10600
"AHRQ","Louisiana",2021,NA,"IP","All Opioids","Total","All Inpatient Stays",238.42846124754,11100
"AHRQ","Louisiana",2022,NA,"IP","All Opioids","Total","All Inpatient Stays",243.579546562481,11350
"AHRQ","Louisiana",2016,NA,"IP","All Opioids","Age","<1 Year",66.497114611573,NA
"AHRQ","Louisiana",2017,NA,"IP","All Opioids","Age","<1 Year",43.5858373567362,NA
"AHRQ","Louisiana",2018,NA,"IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Louisiana",2019,NA,"IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Louisiana",2020,NA,"IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Louisiana",2021,NA,"IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Louisiana",2022,NA,"IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Louisiana",2016,NA,"IP","All Opioids","Age","1-24 Years",62.2051732669724,950
"AHRQ","Louisiana",2017,NA,"IP","All Opioids","Age","1-24 Years",42.406183539336,600
"AHRQ","Louisiana",2018,NA,"IP","All Opioids","Age","1-24 Years",40.6518960571571,600
"AHRQ","Louisiana",2019,NA,"IP","All Opioids","Age","1-24 Years",45.4875899826168,700
"AHRQ","Louisiana",2020,NA,"IP","All Opioids","Age","1-24 Years",38.9832113809397,600
"AHRQ","Louisiana",2021,NA,"IP","All Opioids","Age","1-24 Years",41.7843999413347,600
"AHRQ","Louisiana",2022,NA,"IP","All Opioids","Age","1-24 Years",44.4977777076077,650
"AHRQ","Louisiana",2016,NA,"IP","All Opioids","Age","25-44 Years",469.902849009559,5850
"AHRQ","Louisiana",2017,NA,"IP","All Opioids","Age","25-44 Years",353.087398983165,4450
"AHRQ","Louisiana",2018,NA,"IP","All Opioids","Age","25-44 Years",367.46153009144,4650
"AHRQ","Louisiana",2019,NA,"IP","All Opioids","Age","25-44 Years",435.876416046521,5450
"AHRQ","Louisiana",2020,NA,"IP","All Opioids","Age","25-44 Years",381.227882808733,4750
"AHRQ","Louisiana",2021,NA,"IP","All Opioids","Age","25-44 Years",394.329660287803,4900
"AHRQ","Louisiana",2022,NA,"IP","All Opioids","Age","25-44 Years",366.964593614834,4500
"AHRQ","Louisiana",2016,NA,"IP","All Opioids","Age","45-64 Years",366.261822448741,4400
"AHRQ","Louisiana",2017,NA,"IP","All Opioids","Age","45-64 Years",298.67203392209,3550
"AHRQ","Louisiana",2018,NA,"IP","All Opioids","Age","45-64 Years",307.864355699654,3650
"AHRQ","Louisiana",2019,NA,"IP","All Opioids","Age","45-64 Years",331.201215905893,3850
"AHRQ","Louisiana",2020,NA,"IP","All Opioids","Age","45-64 Years",285.227472825068,3250
"AHRQ","Louisiana",2021,NA,"IP","All Opioids","Age","45-64 Years",305.016933467953,3400
"AHRQ","Louisiana",2022,NA,"IP","All Opioids","Age","45-64 Years",326.296021194809,3650
"AHRQ","Louisiana",2016,NA,"IP","All Opioids","Age","65+ Years",343.071686396427,2300
"AHRQ","Louisiana",2017,NA,"IP","All Opioids","Age","65+ Years",328.046998326995,2300
"AHRQ","Louisiana",2018,NA,"IP","All Opioids","Age","65+ Years",344.764842717827,2450
"AHRQ","Louisiana",2019,NA,"IP","All Opioids","Age","65+ Years",328.135696482036,2400
"AHRQ","Louisiana",2020,NA,"IP","All Opioids","Age","65+ Years",270.913959681798,2050
"AHRQ","Louisiana",2021,NA,"IP","All Opioids","Age","65+ Years",278.879655532444,2150
"AHRQ","Louisiana",2022,NA,"IP","All Opioids","Age","65+ Years",313.595085900665,2500
"AHRQ","Louisiana",2016,NA,"IP","All Opioids","Sex","Males",293.237661241111,6700
"AHRQ","Louisiana",2017,NA,"IP","All Opioids","Sex","Males",228.774156674397,5300
"AHRQ","Louisiana",2018,NA,"IP","All Opioids","Sex","Males",244.578298981077,5600
"AHRQ","Louisiana",2019,NA,"IP","All Opioids","Sex","Males",274.478417049113,6300
"AHRQ","Louisiana",2020,NA,"IP","All Opioids","Sex","Males",241.374462169234,5550
"AHRQ","Louisiana",2021,NA,"IP","All Opioids","Sex","Males",261.964054889801,5950
"AHRQ","Louisiana",2022,NA,"IP","All Opioids","Sex","Males",263.641667744934,6000
"AHRQ","Louisiana",2016,NA,"IP","All Opioids","Sex","Females",282.404955197216,6750
"AHRQ","Louisiana",2017,NA,"IP","All Opioids","Sex","Females",234.086536980956,5650
"AHRQ","Louisiana",2018,NA,"IP","All Opioids","Sex","Females",236.09289398142,5700
"AHRQ","Louisiana",2019,NA,"IP","All Opioids","Sex","Females",253.565584094811,6100
"AHRQ","Louisiana",2020,NA,"IP","All Opioids","Sex","Females",214.000569976027,5100
"AHRQ","Louisiana",2021,NA,"IP","All Opioids","Sex","Females",215.905866832125,5100
"AHRQ","Louisiana",2022,NA,"IP","All Opioids","Sex","Females",224.180230814694,5300
"AHRQ","Maine",2016,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",420.092956739364,5550
"AHRQ","Maine",2017,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",396.693170544216,5250
"AHRQ","Maine",2018,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",365.136036810755,4900
"AHRQ","Maine",2019,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",375.734731578063,5000
"AHRQ","Maine",2020,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",392.980028981532,5300
"AHRQ","Maine",2021,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",454.288936959438,6150
"AHRQ","Maine",2022,NA,"ED Treat-and-Release","All Opioids","Total","All ED Visits",406.50168699297,5550
"AHRQ","Maine",2016,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Maine",2017,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Maine",2018,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Maine",2019,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Maine",2020,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Maine",2021,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Maine",2022,NA,"ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Maine",2016,NA,"ED Treat-and-Release","All Opioids","Age","1-24 Years",209.439790226884,750
